Month     Less0   Lo30    Med40   Hi30    Lo20    Qnt2    Qnt3    Qnt4    Hi20    Lo10    Dec2    Dec3    Dec4    Dec5    Dec6    Dec7    Dec8    Dec9    Hi10
197409  -11.05  -13.91   -6.54   -8.49  -14.82   -7.11   -6.08   -7.33   -8.11  -16.68  -10.98   -7.38   -6.97   -6.21   -5.95   -6.39   -8.89   -8.24   -7.98
197410   15.74   21.55   13.29    3.55   22.31   15.73   11.63    8.40    4.88   22.71   21.53   16.55   15.31   11.09   12.19   12.05    2.18    7.10    2.50
197411   -6.88   -3.97   -3.68   -5.09   -4.25   -3.30   -3.98   -3.59   -5.04   -4.84   -3.11   -2.03   -3.96   -3.11   -4.87   -2.76   -5.14   -4.53   -5.61
197412  -12.83   -3.70   -0.61   -2.71   -3.76   -0.85   -2.19   -0.84   -3.58   -4.04   -3.23   -3.24    0.43   -2.35   -2.02   -0.34   -1.79   -3.60   -3.55
197501   36.79   10.71   16.84   24.98    9.72   14.64   20.03   20.73   26.21    9.35   10.42   17.47   13.18   18.64   21.49   19.21   23.69   26.29   26.13
197502    8.02    8.49    3.32    1.73    9.26    4.36    3.30    1.61    0.52   11.28    5.45    3.60    4.76    4.07    2.50    0.87    3.01    1.41   -0.47
197503    6.42    3.26    1.75    7.48    2.97    2.10    3.59    3.30    8.39    2.84    3.21    5.23    0.44    3.02    4.19    1.54    6.53    7.32    9.60
197504    6.95    5.79    3.04    3.86    5.82    3.87    3.49    3.11    3.71    5.25    6.96    5.55    2.93    2.18    4.83    2.59    4.01    4.52    2.81
197505    6.57    5.55    5.76    6.17    5.60    5.42    6.42    5.25    6.98    5.51    5.79    5.23    5.53    6.90    5.94    5.22    5.30    7.60    6.29
197506    7.90    4.14    6.34    8.21    3.66    6.23    7.23    7.58    6.94    2.52    5.88    7.37    5.58    8.21    6.27    6.42    9.59    6.52    7.42
197507   -4.38   -7.46   -4.37   -3.84   -7.80   -5.39   -5.12   -3.45   -3.76   -8.87   -6.13   -6.21   -3.99   -4.64   -5.46   -2.91   -3.91   -3.67   -3.89
197508   -7.86   -2.79   -1.46   -1.74   -2.87   -2.38   -1.27   -1.23   -2.04   -3.48   -1.93   -2.53   -2.12   -2.07   -0.67   -0.97   -1.46   -0.31   -4.77
197509   -6.11   -4.13   -2.67   -2.95   -4.70   -2.29   -2.67   -2.30   -3.87   -4.34   -5.22   -2.00   -2.78   -2.59   -2.73   -2.50   -2.12   -3.46   -4.56
197510    0.57    7.62    3.97    2.84    8.33    4.17    4.35    4.15    2.06    8.72    7.74    5.05    2.69    5.57    3.46    4.85    3.54    3.19    0.18
197511    1.20    3.55    2.26    2.93    3.55    3.43    1.78    2.09    3.89    4.03    2.83    3.53    3.25    2.73    1.08    2.11    2.07    4.44    2.95
197512    0.72   -2.11    0.54    0.34   -2.79    0.11    1.14    0.25    0.54   -3.39   -1.86    0.41   -0.43    0.13    1.90    0.35    0.16    0.58    0.49
197601   27.02   11.06   12.85   19.68   11.35   11.08   11.63   16.77   22.09   11.08   11.77   10.01   12.95   12.78   10.78   15.93   17.50   21.60   22.94
197602   17.05   -0.88    1.57    4.14   -1.51    1.46    1.03    2.53    6.39   -3.17    0.99    1.44    1.47    1.93    0.35    3.12    2.03    4.85    9.03
197603    5.98    2.95    2.47    2.14    3.05    2.43    2.81    2.79    0.87    3.38    2.58    2.61    2.13    1.46    3.85    2.10    3.39    0.77    1.03
197604   -1.80   -1.79   -0.02   -0.03   -2.31   -0.01   -0.17    0.68   -0.93   -3.20   -1.00    0.05   -0.13    0.39   -0.58    0.50    0.84   -0.58   -1.50
197605   -4.98   -1.89    0.97   -0.63   -1.83   -1.16    1.69   -0.21   -0.99   -1.48   -2.34   -2.08    0.44   -0.09    3.03   -0.12   -0.29   -1.48   -0.19
197606    4.80    4.55    4.32    5.70    4.48    4.73    4.23    5.10    5.51    5.00    3.73    4.82    4.57    3.23    4.95    4.20    5.87    5.50    5.52
197607    2.57   -1.31    0.33   -0.63   -1.26   -0.54    0.52   -0.04   -0.85   -1.72   -0.86   -1.51    0.14    0.91   -0.30    0.28   -0.41   -1.03   -0.62
197608   -5.93   -0.17    0.60   -1.33   -0.08    0.21    0.72   -0.45   -1.55   -0.10   -0.07   -0.53    0.73    0.79    0.56    0.12   -1.13   -1.07   -2.17
197609   -1.11    2.13    2.98    3.29    2.17    1.72    3.90    3.53    3.31    0.78    3.35    1.97    1.54    4.19    3.27    3.74    3.27    3.14    3.54
197610   -4.52   -2.39   -1.70   -1.83   -2.58   -0.97   -2.63   -1.77   -1.95   -3.08   -2.17   -1.60   -0.53   -2.73   -2.41   -1.83   -1.70   -1.68   -2.32
197611    2.52   -0.64    1.74    2.79   -1.21    1.73    1.71    1.95    3.61   -2.02   -0.55    1.79    1.70    1.06    3.10    1.90    2.01    3.77    3.40
197612   10.67    4.62    6.69    9.00    4.40    5.71    7.00    8.22    9.09    2.52    5.94    5.52    5.83    6.60    7.84    7.63    8.91    9.10    9.09
197701    0.54   -6.90   -1.47    0.87   -7.38   -3.73   -0.77   -0.15    1.84   -9.94   -5.35   -4.91   -2.95   -1.01   -0.26   -0.22   -0.07    1.35    2.50
197702   -4.14   -1.75   -1.53   -1.54   -1.62   -1.15   -2.19   -1.98   -1.28   -1.91   -1.41   -2.26   -0.41   -2.24   -2.08   -2.14   -1.80   -1.47   -1.02
197703   -1.18   -1.81   -0.59    0.60   -1.83   -1.11   -0.58   -0.24    1.29   -2.38   -1.42   -1.72   -0.71   -1.06    0.40   -0.38   -0.08    1.85    0.54
197704    2.20   -1.33    1.78    2.52   -1.92    0.85    2.28    2.19    3.39   -3.89   -0.45    1.07    0.70    2.19    2.46    2.65    1.64    3.35    3.46
197705   -2.11   -1.88   -0.38   -0.04   -2.20   -0.68    0.40   -0.97    0.35   -2.88   -1.72   -0.61   -0.72    0.20    0.81   -1.42   -0.44    0.59    0.03
197706    5.40    6.17    3.84    5.22    6.27    3.93    4.65    4.34    5.81    6.51    6.10    5.79    2.71    4.68    4.58    4.10    4.63    4.85    7.10
197707    0.63   -1.20   -1.30   -1.52   -1.03   -1.82   -1.35   -0.42   -1.83   -0.30   -1.92   -1.90   -1.78   -1.69   -1.04   -0.02   -1.03   -2.08   -1.57
197708   -1.52    0.71   -2.98   -2.43    1.19   -2.33   -2.49   -3.58   -2.58    3.06   -1.14   -1.20   -2.91   -3.03   -2.01   -4.46   -2.19   -2.63   -2.52
197709   -1.12   -1.11    1.07    1.29   -1.27    0.69    0.74    1.37    1.33   -1.66   -0.76   -0.43    1.28   -0.27    1.61    1.46    1.23    0.71    1.96
197710   -6.42   -4.41   -3.52   -3.08   -4.30   -4.20   -3.73   -2.49   -3.10   -4.26   -4.36   -4.88   -3.86   -4.02   -3.49   -2.13   -3.05   -2.55   -3.66
197711    7.76    4.52    3.75    6.45    4.10    4.00    4.41    4.99    6.48    4.31    3.84    6.23    2.86    4.84    4.05    4.07    6.41    6.38    6.59
197712   -0.37    0.57    0.82    0.80    0.64    1.34    0.06   -0.03    1.67    0.71    0.55    0.30    1.89    0.40   -0.22    0.32   -0.57    1.88    1.45
197801    0.44   -5.84   -5.75   -4.16   -5.86   -5.67   -6.14   -4.91   -3.82   -5.46   -6.38   -5.75   -5.62   -6.66   -5.70   -5.03   -4.72   -3.78   -3.87
197802    1.45   -2.83    0.43    0.73   -3.15    0.01    0.23    0.07    1.11   -3.26   -3.00   -1.54    0.81   -0.23    0.62    0.05    0.11    1.26    0.96
197803   10.26    2.43    3.64    5.13    1.69    3.86    4.06    4.15    5.49   -0.19    4.17    5.39    3.07    3.16    4.82    3.90    4.55    4.74    6.24
197804    9.02   11.29    6.27    7.08   11.69    7.15    7.07    5.54    7.81   13.10    9.91    9.76    5.79    7.12    7.02    5.33    5.87    7.41    8.20
197805    8.66    2.49    1.34    3.83    2.25    2.41    0.71    2.38    4.16    1.75    2.91    3.44    1.86    1.08    0.41    1.81    3.27    4.45    3.87
197806   -1.05   -1.03   -1.65   -0.53   -1.03   -1.77   -1.46   -0.65   -0.69   -0.71   -1.44   -1.02   -2.19   -1.72   -1.24   -0.91   -0.25    0.43   -1.82
197807    6.35    7.05    4.13    6.18    7.24    4.90    4.13    5.01    6.42    7.88    6.46    6.58    3.71    4.11    4.15    4.75    5.54    6.70    5.95
197808    6.85    3.99    4.35    4.88    3.98    4.53    3.64    4.62    4.95    3.32    4.77    4.02    4.91    3.08    4.23    4.59    4.69    4.52    5.68
197809    0.61   -2.48    0.77   -0.84   -2.82    0.11   -0.49    0.99   -0.91   -2.67   -3.00   -1.62    1.37   -1.34    0.42    1.77   -0.66   -0.73   -1.23
197810  -23.90  -11.04   -9.79  -14.15  -10.69  -10.10  -10.63  -11.09  -14.43  -10.47  -10.94  -11.92   -8.82  -10.41  -10.86  -10.01  -13.43  -12.43  -17.79
197811    3.50    3.56    3.40    3.38    3.47    3.38    3.39    3.58    3.61    4.25    2.52    3.82    3.08    3.68    3.09    3.93    2.79    2.20    6.12
197812   -0.50    2.99    0.63    1.14    3.79    0.40    1.00    0.97    1.21    5.45    1.78    0.93    0.04    0.64    1.37    0.97    0.97    0.52    2.37
197901   15.55    4.12    4.89    6.62    3.43    5.24    5.04    5.69    6.30    2.90    4.10    5.96    4.74    5.57    4.48    4.92    7.44    5.58    7.50
197902   -5.20   -3.55   -2.27   -3.32   -3.49   -2.45   -3.05   -2.63   -3.19   -3.37   -3.64   -3.70   -1.56   -2.71   -3.41   -2.18   -3.66   -3.24   -3.12
197903   11.36    6.27    5.78    8.14    6.27    5.41    6.13    6.72    8.69    6.39    6.12    6.26    4.82    5.74    6.55    6.71    6.72    8.26    9.38
197904   -0.26    0.21    0.93    1.35    0.19   -0.38    1.79    2.03    1.33    0.26    0.09    0.26   -0.82    1.70    1.88    2.29    1.41    0.90    2.01
197905   -2.62   -1.96   -1.38   -0.55   -2.38   -0.93   -0.97   -2.14   -0.29   -2.19   -2.63   -0.85   -0.99   -1.53   -0.39   -2.53   -1.25   -0.31   -0.25
197906    4.57    3.11    5.59    5.62    2.81    4.23    5.79    6.52    5.66    1.84    4.05    3.89    4.47    5.79    5.79    6.96    5.53    4.50    7.51
197907   -0.69    0.51    2.02    2.98   -0.35    1.54    3.66    2.21    2.60   -1.28    1.07    2.83    0.88    3.71    3.60    1.06    3.70    1.39    4.67
197908    7.73    6.91    5.79    6.13    7.05    5.80    5.35    7.22    5.93    6.45    7.95    6.55    5.41    5.45    5.24    7.79    6.50    5.84    6.07
197909   -2.08   -0.88    0.81   -0.61   -1.03    0.22    1.37   -0.20   -0.64   -1.47   -0.39   -0.47    0.58    0.39    2.45    0.08   -0.56   -0.13   -1.48
197910   -9.74   -6.99   -6.14   -9.93   -6.94   -5.42   -7.28   -7.84  -10.73   -6.86   -7.04   -7.13   -4.54   -7.57   -6.98   -7.37   -8.44  -10.18  -11.64
197911   13.20    7.22    5.73    4.77    7.63    5.23    6.13    6.74    4.02    7.78    7.41    6.14    4.78    5.17    7.16    7.19    6.15    3.56    4.81
197912   11.96    3.51    1.64    2.83    3.40    1.31    2.83    3.24    2.31    3.04    3.94    3.79    0.04    2.39    3.30    2.83    3.77    1.64    3.43
198001   20.99    5.61    6.13    6.44    4.33    7.00    5.82    6.17    7.43    4.59    3.97    9.01    5.94    5.80    5.84    7.32    4.69    7.82    6.78
198002   -2.05   -2.46    2.51   -4.59   -2.36    1.28    1.73   -0.78   -4.66   -2.32   -2.42   -2.73    3.48    0.31    3.19    1.99   -4.44   -3.81   -6.09
198003  -19.39  -10.86  -11.52  -11.00  -10.42  -10.78  -12.13  -12.00  -11.54  -11.49   -8.86  -11.98  -10.16  -12.58  -11.68  -13.39  -10.03  -11.24  -12.04
198004    5.69    3.98    6.13    4.28    4.21    4.82    6.59    6.14    3.51    3.22    5.63    3.37    5.55    6.86    6.31    6.50    5.65    3.42    3.66
198005    1.91    6.03    5.50    7.27    6.01    5.36    6.21    6.07    7.15    5.87    6.21    6.08    5.00    6.04    6.39    5.06    7.48    6.33    8.58
198006    2.27    3.41    3.55    2.88    3.44    2.98    3.74    4.01    3.00    3.21    3.76    3.33    2.80    3.76    3.71    5.00    2.68    2.77    3.39
198007    8.02   10.71    5.18    5.04   11.82    7.62    4.40    4.00    6.07   13.40   10.79    8.26    7.08    5.31    3.83    4.18    3.86    4.53    8.55
198008    4.31    3.08    1.57    2.43    3.62    2.11    2.10    0.45    3.24    5.24    2.53    1.85    2.32    1.29    2.61   -0.97    1.49    3.41    2.98
198009   -0.45    4.27    2.69    1.94    4.36    4.51    1.36    2.01    2.23    6.94    2.58    4.08    4.87    3.72   -0.13    2.57    1.59    1.91    2.71
198010    1.44    2.29    1.89    2.15    2.09    4.15   -0.04    2.24    1.35    3.13    1.34    2.74    5.32    1.36   -0.94    1.02    3.12    1.31    1.41
198011    6.96   12.10    9.87   10.64   12.45   11.96    8.62   11.55    7.99   16.34    9.61   11.30   12.50   12.39    6.13    8.43   13.81    8.82    6.71
198012   -5.08   -2.71   -2.66   -4.19   -2.00   -4.86   -1.10   -4.00   -3.07   -2.12   -1.90   -4.40   -5.23   -2.24   -0.33   -1.87   -5.47   -2.70   -3.66
198101    2.06   -6.04   -3.27   -2.96   -6.42   -5.48   -1.65   -2.97   -2.93   -8.20   -5.04   -5.11   -5.77   -4.96    0.56   -2.94   -2.98   -3.18   -2.54
198102    2.66    1.97    2.16    1.25    1.91    2.92    1.80    0.08    2.59    1.26    2.39    2.11    3.57    1.94    1.71    0.63   -0.32    2.29    3.06
198103   11.26    4.50    4.51    3.94    4.54    4.45    4.44    2.48    6.52    6.55    3.04    4.42    4.48    4.35    4.50    4.75    0.84    5.06    8.78
198104   -1.73   -1.30   -1.84    0.96   -1.30   -3.12   -0.03    0.25    0.40    0.34   -2.59   -1.28   -4.58   -2.32    1.41   -1.64    1.67    1.23   -0.84
198105    2.58    1.86    0.86    0.37    2.76   -1.27    2.72    0.00    1.25    4.51    1.36   -0.30   -2.06    1.69    3.34    1.01   -0.73    1.34    1.11
198106   -8.25   -4.12    1.10    1.19   -5.56    0.32    1.05    1.94    0.21   -7.76   -3.73   -0.59    1.10    0.85    1.17    1.26    2.44    0.89   -0.81
198107   -4.13    0.66   -0.37   -0.53    0.48   -0.25   -0.14    0.55   -1.64    1.32   -0.21    0.92   -1.83   -0.31    0.11    0.91    0.38   -1.26   -2.05
198108  -10.09   -7.49   -5.85   -3.47   -8.69   -5.89   -5.86   -3.84   -3.92   -9.92   -7.66   -5.60   -6.29   -6.17   -5.39   -5.27   -3.11   -3.34   -4.55
198109   -6.95   -7.31   -5.88   -3.25   -8.36   -5.38   -6.19   -4.04   -3.64  -10.46   -6.65   -5.71   -4.92   -6.82   -5.25   -6.31   -2.95   -3.38   -3.92
198110   -8.95    8.30    6.63    4.32   10.91    5.44    7.15    3.54    5.95   12.09    9.99    4.38    6.91    7.63    6.46    4.72    3.04    6.13    5.76
198111    1.14    3.95    4.27    5.01    2.55    5.25    4.69    4.19    5.60    1.09    3.70    6.17    4.00    4.88    4.41    3.41    4.53    5.89    5.28
198112   -0.99   -3.01   -2.26   -3.12   -3.39   -2.08   -2.64   -2.89   -2.97   -3.58   -3.24   -2.43   -1.61   -3.08   -1.98   -2.10   -3.23   -3.18   -2.74
198201   -0.70   -2.58   -2.95   -1.08   -3.50   -1.54   -3.31   -1.41   -1.65   -5.14   -2.22   -1.19   -2.03   -2.77   -4.11   -3.26   -0.62   -1.09   -2.25
198202   -2.70   -7.49   -4.77   -1.81   -8.30   -5.81   -5.26   -2.82   -0.49   -9.91   -7.07   -6.30   -5.14   -6.08   -4.03   -2.71   -2.87   -0.91   -0.03
198203    6.35   -3.12   -0.08    0.80   -3.98   -0.78   -0.71    1.09    0.29   -4.39   -3.68   -1.84    0.62   -0.91   -0.43    0.76    1.23    0.96   -0.46
198204    3.49    6.64    4.42    2.26    6.07    6.03    4.39    2.03    3.96    5.99    6.13    7.45    4.21    4.37    4.42    4.81    0.84    4.07    3.85
198205    0.70   -3.92   -3.02   -1.46   -4.89   -3.17   -2.30   -1.16   -3.08   -5.24   -4.64   -2.53   -4.01   -2.24   -2.39   -3.62   -0.07   -3.88   -2.19
198206    3.03   -3.34   -0.59   -2.23   -4.12   -1.27   -0.91   -1.86   -2.05   -5.87   -2.88   -2.25    0.06    0.03   -2.26   -0.65   -2.38   -1.27   -2.88
198207   -2.86   -0.63   -2.30   -3.67   -1.84    0.18   -3.05   -2.69   -3.68   -2.34   -1.45    1.29   -1.15   -4.59   -1.55   -1.52   -3.65   -3.92   -3.35
198208   12.09   11.29   11.92   12.56   11.87   11.36   11.68   12.22   12.55   11.85   11.89   10.40   12.55   13.00   10.43   11.76   12.59   12.37   12.79
198209    0.76    2.15    1.42    2.12    1.38    2.14    1.31    2.27    2.31    1.38    1.39    3.36    0.66    0.83    1.78    2.89    1.75    2.38    2.21
198210   20.86   13.66   11.70    9.50   15.34   12.59   10.50   12.04    7.92   20.21   11.52   11.04   14.53   10.49   10.51   11.36   12.62    6.97    9.25
198211   10.00    7.84    4.49    2.78    8.86    6.40    4.06    3.30    2.23   11.39    6.71    6.19    6.65    3.09    4.97    2.65    3.85    1.51    3.20
198212    5.06    1.81    0.18    1.79    0.61    1.81    0.33    0.38    2.72    0.29    0.89    3.76   -0.54    1.54   -0.81    0.81    0.03    2.76    2.67
198301    5.97    3.91    4.24    3.85    5.22    1.24    6.47    3.32    3.98    7.19    3.45    1.85    0.48    4.92    7.95    2.97    3.62    3.23    4.97
198302    4.22    3.29    2.94    3.82    2.97    4.34    1.91    4.05    3.31    3.14    2.82    3.81    5.02    3.02    0.88    3.16    4.81    2.98    3.75
198303    3.73    2.88    3.63    4.53    2.48    3.29    2.93    5.87    4.28    1.79    3.11    3.53    2.97    2.63    3.22    6.90    5.01    3.80    4.90
198304   14.78    6.47    7.83    7.63    5.91    8.07    7.12    7.78    7.81    7.44    4.51    7.38    8.95    7.45    6.81    8.35    7.28    8.13    7.39
198305    2.67    1.62    0.01    0.83    3.06   -1.06    0.44    0.27    1.46    5.28    0.97   -0.64   -1.58    1.39   -0.47    1.03   -0.38    2.18    0.55
198306    8.28    5.81    3.48    1.29    5.48    5.09    3.28    2.75    1.14    5.32    5.64    6.34    3.49    5.36    1.25    4.09    1.58    0.46    2.02
198307   -3.53   -5.18   -3.13   -1.53   -5.73   -3.29   -3.81   -2.91   -0.09   -6.22   -5.33   -3.85   -2.97   -4.09   -3.50   -1.93   -3.48   -0.02   -0.24
198308   -1.52   -2.23    0.25    3.47   -3.02   -0.38    0.31    2.81    3.31   -3.97   -2.24   -0.39   -0.38   -0.98    1.75    1.30    3.69    3.72    2.52
198309    0.67    1.77    2.55    1.01    1.83    2.66    2.06    1.63    0.86    1.03    2.48    1.66    3.23    2.96    1.08    2.38    1.21    0.30    1.93
198310   -4.70   -5.57   -1.16   -0.94   -6.82   -1.55   -1.28   -1.82   -0.11   -9.36   -4.76   -2.73   -0.90   -1.34   -1.22   -1.36   -2.09    0.86   -1.98
198311    4.28    4.10    2.45    1.68    5.28    0.95    3.83    2.80    0.93    8.22    3.03    1.53    0.63    4.05    3.59    2.90    2.74    1.24    0.32
198312   -1.31   -1.57   -0.67   -0.60   -1.42   -0.95   -0.79   -1.09   -0.15   -3.44    0.23   -1.90   -0.41   -0.63   -0.98   -0.87   -1.21    0.64   -1.72
198401    0.09   -5.64   -2.69    4.68   -6.73   -3.67   -2.35    3.44    3.75   -7.94   -5.79   -3.13   -3.96   -2.88   -1.75   -0.99    5.98    4.64    1.94
198402   -8.39   -5.98   -4.31   -1.32   -6.58   -3.83   -5.00   -3.08   -0.58   -6.75   -6.44   -4.69   -3.36   -4.48   -5.59   -4.52   -2.30    0.42   -2.58
198403    3.32    0.92    2.34   -0.15    0.70    1.78    2.62   -0.12    0.80   -0.51    1.63    1.40    1.99    2.89    2.31    2.39   -1.43    1.33   -0.31
198404   -4.24    0.41    0.45    1.51    0.02    0.43    0.68    1.04    1.75   -1.44    1.11    1.26   -0.01    1.19    0.11    0.79    1.18    2.47    0.25
198405   -9.35   -6.28   -4.22   -4.53   -6.50   -4.47   -4.69   -5.11   -3.70   -6.00   -6.86   -5.83   -3.73   -4.80   -4.56   -4.07   -5.67   -3.40   -4.34
198406   -0.39    4.27    2.95    2.47    4.04    3.26    3.83    4.21    0.23    4.38    3.79    4.76    2.45    3.36    4.37    1.94    5.46    0.94   -1.17
198407   -9.21   -2.93   -0.97   -1.98   -3.18   -2.65   -0.34   -1.99   -1.46   -5.17   -1.18   -2.28   -2.93    0.66   -2.05   -0.93   -3.08   -3.15    1.52
198408   13.09   12.90   10.87   10.74   13.49   11.06   10.81   10.91   10.72   14.39   12.61   11.39   10.81   10.45   11.45   11.03   10.79   11.96    8.63
198409   -2.40   -3.74   -0.66    3.43   -4.99   -1.66   -0.83    1.33    4.28   -4.81   -5.15   -0.50   -2.57   -0.61   -1.20    1.05    1.62    3.38    5.83
198410   -4.62   -1.18    0.48    1.21   -1.40   -0.01    0.89    0.70    0.92   -2.32   -0.50   -0.62    0.45    1.03    0.64   -0.41    1.85   -0.31    3.01
198411   -4.14   -3.07   -1.19    0.47   -3.44   -1.12   -1.55   -0.66    0.86   -3.71   -3.18   -2.13   -0.37   -1.61   -1.45   -0.96   -0.37    0.10    2.08
198412   -0.15    2.17    2.69    2.66    1.75    2.97    2.59    2.78    2.64    0.69    2.75    3.24    2.77    2.55    2.68    2.86    2.70    2.30    3.18
198501   11.23   11.88    8.92    6.12   12.07   10.64    8.97    8.06    5.19   14.40    9.91   11.38   10.10    9.41    8.19    7.99    8.13    5.64    4.48
198502    1.35    0.40    2.04    2.55    0.07    1.06    2.07    3.57    1.68    0.12    0.02    1.23    0.94    1.65    2.82    2.78    4.37    2.27    0.74
198503   -1.29   -3.39   -0.26    1.80   -3.78   -0.75   -1.21    1.54    1.85   -5.52   -2.09   -2.43    0.50   -1.79   -0.20    1.36    1.72    0.62    3.85
198504   -3.05   -2.06   -0.99    1.71   -2.57   -1.33   -0.81   -0.40    2.51   -2.26   -2.86   -0.82   -1.69   -0.99   -0.50   -0.89    0.08    2.96    1.79
198505    1.93    5.47    6.96    4.99    5.22    6.17    6.51    7.15    4.57    4.64    5.77    6.08    6.24    5.76    7.83    8.45    5.88    3.69    6.00
198506   -0.78    1.90    1.17    2.49    1.61    1.73    0.73    2.32    2.49    1.20    1.99    2.60    1.11    0.46    1.19    2.16    2.48    1.27    4.29
198507    4.04   -0.38    0.82   -2.00    0.56   -0.89    1.91   -1.05   -2.17    0.02    1.01   -1.96    0.11    2.93    0.49   -0.52   -1.67   -2.40   -1.93
198508   -1.42   -1.38   -0.74    0.64   -1.37   -1.25   -1.03    0.48    0.50   -1.82   -1.00   -1.39   -1.12   -1.95    0.29    0.11    0.91    1.75   -0.83
198509   -7.88   -4.85   -3.00   -3.94   -4.99   -3.99   -3.28   -3.05   -3.88   -5.90   -4.24   -4.62   -3.39   -3.48   -3.00   -2.18   -4.06   -3.49   -4.30
198510    1.59    4.53    4.24    5.72    5.04    3.18    4.02    5.42    6.11    5.44    4.71    3.69    2.70    3.79    4.35    5.81    4.96    5.96    6.27
198511    6.04    8.63    7.61    5.18    7.78    9.76    7.56    6.40    4.46    6.63    8.73   10.07    9.46    7.78    7.25    6.24    6.59    2.76    6.33
198512    2.39    4.33    5.02    4.54    3.91    4.91    6.23    4.30    3.88    3.63    4.14    5.04    4.79    7.97    3.70    2.99    5.79    3.33    4.47
198601    3.69    1.02    0.26    1.88    2.11    0.04    0.32    1.19    1.37    1.98    2.22   -0.77    0.83   -0.42    1.48   -0.31    2.84   -0.67    3.52
198602    5.05    8.23    7.04    8.42    7.16    8.96    6.14    8.51    8.07    6.09    8.04   10.02    7.94    5.08    7.72    7.99    9.08    6.61    9.55
198603    6.10    5.08    5.67    5.58    5.09    6.33    4.45    6.00    5.55    6.04    4.33    5.06    7.59    3.28    6.14    6.33    5.65    4.67    6.41
198604   -1.66   -0.03   -0.05   -2.51    0.44    0.24   -0.21   -1.16   -3.07    1.27   -0.24   -0.79    1.23    1.13   -2.12   -0.84   -1.51   -1.12   -5.02
198605    2.78    6.04    5.06    4.97    5.98    5.69    3.68    6.65    4.46    6.88    5.23    6.13    5.27    2.86    4.89    7.40    5.85    5.87    2.99
198606   -2.83    1.03    1.66    2.45   -0.36    2.81    0.90    3.05    1.74    0.94   -1.46    3.33    2.30   -0.06    2.28    2.47    3.68    2.11    1.33
198607   -9.93   -7.17   -7.25   -2.31   -8.62   -5.94   -7.42   -4.94   -2.01   -9.43   -7.61   -4.70   -7.01   -7.99   -6.46   -7.11   -3.02   -1.60   -2.56
198608    6.48    5.65    6.16    8.07    6.15    4.45    6.40    6.77    9.12    7.12    4.96    4.83    4.11    5.96    7.10    8.23    5.53    9.64    8.41
198609   -5.34   -9.75   -7.82   -8.07   -9.26  -10.32   -7.07   -7.97   -7.74   -8.22  -10.56  -10.58  -10.08   -6.75   -7.60   -6.91   -8.87   -7.42   -8.18
198610    4.80    6.71    5.03    4.47    5.94    7.79    3.66    5.24    4.25    5.63    6.34    7.99    7.62    2.02    6.33    5.50    5.02    4.13    4.43
198611    0.36    2.20    1.93    1.34    2.13    1.87    2.45    1.18    1.36    2.54    1.62    2.30    1.49    3.16    1.35    1.08    1.28    1.73    0.85
198612   -3.17   -2.02   -3.09   -2.86   -2.56   -2.00   -3.06   -2.92   -3.06   -2.70   -2.38   -1.14   -2.77   -2.74   -3.55   -3.58   -2.32   -3.18   -2.91
198701   11.58   15.44   12.07   11.81   15.40   13.37   12.57   10.28   12.82   15.10   15.80   15.49   11.43   11.76   13.88   11.53    9.17   13.35   12.09
198702    6.03    8.18    5.48    0.58    8.43    6.32    6.06    3.71   -0.27    8.66    8.13    7.79    4.93    6.79    4.91    4.59    2.89   -0.97    0.71
198703    2.92    1.69    2.89    1.14    1.64    2.00    3.35    1.76    1.18    3.07   -0.20    1.77    2.22    3.67    2.84    2.50    1.04    2.07   -0.06
198704    0.02   -1.65   -1.42   -2.23   -1.27   -2.52   -1.00   -2.16   -1.77   -0.65   -2.08   -2.26   -2.78   -0.43   -1.91   -0.79   -3.48   -2.26   -1.07
198705    0.98    1.96    0.47   -0.33    1.17    2.30    0.30   -0.50   -0.19    1.56    0.65    3.22    1.41    0.37    0.18   -0.26   -0.73    0.53   -1.18
198706    3.05    4.00    4.98    5.15    3.99    5.17    4.77    4.88    4.87    3.65    4.44    4.03    6.27    4.38    5.39    3.84    5.92    5.53    3.92
198707    6.68    4.78    4.85    2.24    6.30    3.36    4.72    4.63    1.31    7.99    4.97    2.23    4.91    4.11    5.90    5.06    4.09    0.60    2.22
198708    0.37    4.15    4.13    4.64    4.43    3.77    3.51    4.71    5.14    3.35    5.29    3.68    3.89    3.91    2.75    5.55    3.68    5.62    4.55
198709    1.23   -1.99   -2.43   -2.69   -1.50   -2.39   -3.19   -1.31   -3.48   -1.39   -1.59   -2.85   -1.77   -3.46   -2.65   -1.44   -1.14   -2.45   -4.77
198710  -30.51  -23.93  -22.22  -18.39  -24.72  -22.89  -22.99  -19.54  -18.01  -26.00  -23.70  -22.53  -23.37  -22.50  -23.95  -19.88  -19.12  -15.04  -21.80
198711   -5.63   -8.68   -7.60   -6.46   -8.10   -8.72   -7.41   -7.40   -6.41   -7.16   -8.83   -9.68   -7.44   -7.75   -6.75   -8.08   -6.55   -7.10   -5.44
198712    7.96    8.89    8.11    3.92    7.94   10.41    8.06    5.41    3.90    6.63    8.98   10.55   10.23    7.24    9.69    6.63    3.95    3.47    4.50
198801    3.38    1.53    4.20    8.92    1.73    1.93    3.03    7.68    9.40    2.63    1.02    1.19    2.89    2.43    4.18    7.44    7.97    9.25    9.62
