Month     Less0   Lo30    Med40   Hi30    Lo20    Qnt2    Qnt3    Qnt4    Hi20    Lo10    Dec2    Dec3    Dec4    Dec5    Dec6    Dec7    Dec8    Dec9    Hi10
197408   -8.20  -10.20   -6.77   -5.33   -9.71  -11.28   -4.65   -5.76   -7.64  -10.51   -8.43  -12.55   -9.75   -7.44   -3.10   -7.63   -3.48   -7.18   -8.09
197409  -10.67  -13.92   -6.70   -8.21  -15.14   -7.86   -5.64   -8.32   -7.25  -16.32  -13.30   -7.95   -7.74   -4.80   -6.09   -7.78   -8.95   -6.57   -7.93
197410   16.64   21.60   13.54    3.88   22.89   15.77   12.37    8.92    4.40   23.05   22.66   15.77   15.77   12.74   12.17   13.52    3.48    5.97    2.82
197411   -9.30   -3.95   -3.68   -4.92   -4.13   -3.17   -3.89   -4.38   -4.57   -4.25   -3.95   -3.10   -3.25   -3.88   -3.90   -3.75   -5.19   -3.18   -6.02
197412  -14.08   -3.71   -0.67   -2.36   -4.15   -0.99   -1.15   -0.59   -3.73   -4.28   -3.97   -1.56   -0.31   -3.65    0.20   -0.07   -1.26   -3.46   -4.01
197501   40.39   10.94   16.26   23.97   10.51   13.97   15.84   20.32   25.49   10.13   11.08   12.94   15.16   20.05   13.66   18.47   22.79   24.88   26.14
197502    9.14    8.39    3.57    2.02    9.66    3.30    3.89    2.76    0.27    9.91    9.28    2.58    4.11    2.58    4.60    2.25    3.41    0.95   -0.44
197503    6.77    3.29    1.47    7.38    3.03    2.98    1.53    3.58    9.05    3.99    1.59    4.55    1.22    3.33    0.57    1.61    6.08    8.97    9.14
197504    6.65    5.47    3.47    4.45    5.21    6.39    2.23    4.04    3.56    5.33    5.03    6.71    6.02    3.66    1.45    3.13    5.15    4.50    2.56
197505    5.51    5.39    6.68    4.02    5.27    7.01    5.70    5.59    3.99    5.70    4.59    5.97    8.21    6.76    5.10    6.89    4.05    2.49    5.62
197506    6.69    4.22    6.40    7.52    3.73    6.49    6.32    6.88    7.78    3.30    4.40    6.53    6.44    7.92    5.43    6.52    7.33    7.68    7.88
197507   -5.49   -7.99   -4.00   -4.03   -8.52   -5.71   -3.69   -3.84   -3.88   -9.16   -7.58   -5.93   -5.34   -2.42   -5.23   -3.51   -4.15   -4.23   -3.41
197508   -6.98   -2.93   -1.48   -1.92   -3.34   -1.43   -1.80   -1.34   -1.39   -4.09   -2.25   -1.36   -1.55   -2.94   -0.37   -0.26   -2.39    0.89   -4.41
197509   -6.10   -4.75   -1.84   -3.33   -4.71   -4.12   -1.37   -2.62   -3.77   -5.70   -3.29   -4.88   -2.84   -0.80   -2.05   -2.31   -2.93   -2.96   -4.91
197510    1.37    7.55    4.67    3.11    8.20    4.18    5.83    3.54    1.99    8.31    8.04    5.14    2.59    6.23    5.34    2.98    4.11    3.02    0.53
197511    0.99    3.62    2.19    3.67    4.04    1.79    2.94    1.89    3.99    4.48    3.42    2.05    1.36    4.22    1.36    0.39    3.38    4.82    2.79
197512    0.76   -2.41    0.40    0.43   -2.97   -0.21    0.73   -0.01    0.75   -4.02   -1.46   -0.25   -0.15    0.15    1.47   -0.18    0.15    0.90    0.53
197601   25.20   11.31   12.15   19.63   10.90   12.83   10.98   16.49   22.45    9.45   12.91   12.85   12.78   11.10   10.84   15.81   17.16   23.01   21.61
197602   15.74   -1.39    1.81    4.70   -1.73    0.18    2.29    2.13    6.67   -3.81    1.07   -0.12    0.70    3.28    1.03    1.33    2.89    5.21    8.89
197603    5.37    2.87    2.95    1.53    3.55    0.96    2.94    3.16    0.80    4.48    2.35    0.39    1.93    2.84    3.06    4.14    2.23    0.82    0.76
197604   -2.81   -2.30    0.48   -0.31   -2.94   -0.09    0.46    0.76   -0.62   -3.19   -2.61    0.12   -0.45    1.02   -0.25    1.56   -0.02   -0.12   -1.36
197605   -5.11   -1.80    0.17   -0.57   -1.92   -0.76   -0.46    0.94   -0.70   -2.50   -1.17   -1.34    0.21   -1.54    0.96    2.35   -0.44   -1.51    0.51
197606    5.10    4.71    4.19    5.53    5.17    3.77    3.66    5.44    5.40    4.46    6.07    3.04    4.97    2.91    4.62    5.22    5.66    4.79    6.28
197607    3.97   -1.08   -0.60    0.42   -1.19   -0.83   -0.40    0.36   -0.15   -0.78   -1.65   -0.52   -1.08   -0.20   -0.55   -0.36    0.78   -0.04   -0.34
197608   -5.64   -0.41    0.32    0.15   -0.22   -0.23    0.49    0.90   -2.35    0.63   -1.16   -1.32    0.61    0.90    0.20   -0.57    1.74   -2.30   -2.44
197609   -1.80    1.35    3.51    3.99    1.48    2.42    4.01    3.03    4.52    0.92    2.12    0.70    3.73    4.07    3.96    1.89    3.67    4.82    4.05
197610   -4.10   -2.42   -2.25   -0.98   -2.69   -1.37   -2.36   -1.37   -1.80   -3.04   -2.31   -1.05   -1.60   -1.07   -3.31   -2.98   -0.48   -1.30   -2.60
197611    2.45   -0.67    1.39    2.55   -1.23    1.91    1.22    1.89    3.05   -1.68   -0.74    2.08    1.79    2.37    0.35    1.24    2.25    2.79    3.47
197612   12.14    4.54    7.22    6.97    4.21    6.89    6.68    6.92    8.26    2.46    6.14    6.13    7.44    6.52    6.81    8.29    6.18    7.40    9.68
197701    1.35   -7.25   -1.70    0.10   -7.95   -4.00   -1.18   -0.25    1.53  -10.13   -5.62   -3.91   -4.07   -1.05   -1.28    0.71   -0.78    0.90    2.52
197702   -4.26   -1.52   -2.37   -0.59   -1.43   -2.50   -2.21   -0.77   -1.38   -1.55   -1.31   -1.94   -2.90   -1.53   -2.74   -2.00   -0.08   -1.28   -1.53
197703   -1.90   -1.26   -0.98   -0.59   -1.52   -1.19   -0.63   -0.39   -0.86   -2.30   -0.72   -0.05   -2.01   -1.21   -0.18   -0.32   -0.42   -1.57    0.26
197704    1.92   -1.70    1.92    2.22   -2.33    1.08    2.17    1.92    3.28   -2.93   -1.72    1.17    1.02    1.53    2.67    2.59    1.55    3.00    3.70
197705   -3.00   -2.19   -0.23    0.01   -2.42   -0.47   -0.51    0.18   -0.36   -2.37   -2.48   -1.16    0.05   -0.07   -0.85    0.06    0.25   -1.15    0.86
197706    6.08    6.01    4.62    4.13    6.46    4.35    4.56    3.84    5.43    7.91    5.03    4.01    4.60    4.82    4.36    4.82    3.30    4.38    6.99
197707   -0.38   -0.93   -1.56   -1.48   -0.70   -1.48   -1.53   -2.01   -0.76   -0.73   -0.69   -1.81   -1.19   -1.53   -1.53   -2.07   -1.97   -0.46   -1.22
197708   -2.94    1.07   -2.98   -2.91    1.81   -2.02   -2.92   -3.17   -3.31    3.47    0.34   -1.88   -2.14   -3.07   -2.76   -4.06   -2.63   -3.16   -3.53
197709   -1.17   -1.06    0.10    2.29   -1.32    0.10    0.35    1.55    1.57   -1.17   -1.46    0.04    0.16   -0.02    0.78   -0.50    2.79    1.23    2.08
197710   -5.41   -4.34   -3.45   -3.60   -4.40   -4.30   -3.22   -3.51   -3.06   -4.76   -4.07   -4.10   -4.48   -2.52   -4.03   -2.73   -3.97   -3.20   -2.86
197711    7.48    4.49    4.50    4.17    4.75    4.36    4.34    3.37    5.94    4.68    4.80    3.42    5.18    4.28    4.42    4.07    2.97    5.58    6.47
197712    0.90    0.34    0.85    1.13    0.32    0.29    0.88    1.25    1.25   -0.66    1.21    0.41    0.19    1.94   -0.38    1.59    1.04    1.25    1.26
197801    0.95   -5.82   -5.56   -5.17   -5.76   -6.00   -5.06   -5.87   -4.46   -6.08   -5.47   -6.06   -5.95   -4.92   -5.22   -6.20   -5.67   -4.48   -4.42
197802    2.35   -2.53   -0.84    1.57   -2.68   -1.44   -0.83    1.14    0.69   -2.60   -2.74   -1.89   -1.05   -0.78   -0.89   -0.63    2.21    0.24    1.35
197803   10.82    2.50    3.39    4.56    1.62    4.83    3.46    3.66    5.25    2.42    0.90    6.22    3.66    3.38    3.55    2.95    4.07    5.17    5.37
197804    8.69   11.17    7.16    6.11   11.82    7.56    7.44    6.40    6.28   11.96   11.71    8.57    6.68    7.21    7.70    7.10    5.99    4.84    8.35
197805    8.66    2.38    2.39    1.52    2.43    2.25    2.80    0.65    3.54    3.41    1.56    2.19    2.30    3.19    2.33    1.58    0.10    3.46    3.65
197806   -0.15   -0.78   -1.65   -1.47   -0.64   -1.11   -1.78   -1.96   -1.08   -0.63   -0.64   -1.38   -0.87   -1.97   -1.55   -2.28   -1.76   -0.73   -1.57
197807    6.84    7.02    4.80    4.68    7.55    5.54    4.76    4.64    4.47    6.43    8.39    5.34    5.82    4.96    4.53    4.07    5.35    3.52    7.60
197808    6.79    3.99    4.70    4.33    3.62    4.69    4.74    5.40    3.91    3.07    4.03    5.19    4.00    5.52    3.84    5.20    5.66    3.66    4.68
197809    0.48   -2.71   -0.06    0.91   -2.96   -1.76    0.57   -0.31    1.37   -2.49   -3.31   -1.88   -1.59    1.14   -0.10   -0.14   -0.51    1.86   -0.17
197810  -24.54  -10.82  -11.38  -11.02  -10.47  -11.93  -10.53  -12.28  -10.78  -11.72   -9.56  -11.93  -11.93  -10.37  -10.72  -12.69  -11.79   -8.82  -17.05
197811    3.56    3.05    3.78    3.69    3.56    1.87    4.17    3.40    4.01    4.18    3.11    1.41    2.52    3.68    4.76    3.97    2.70    3.35    6.37
197812   -1.33    2.82    0.74    1.16    3.40    1.04    0.62    0.96    1.08    2.36    4.15    0.88    1.27    0.16    1.17    0.57    1.44    0.58    2.79
197901   16.38    3.81    5.78    5.28    3.13    5.79    5.76    5.94    5.17    2.82    3.35    6.11    5.33    5.49    6.06    6.19    5.64    5.04    5.61
197902   -5.54   -3.99   -2.43   -2.13   -4.05   -3.34   -2.57   -2.68   -1.68   -4.72   -3.58   -3.81   -2.68   -2.55   -2.60   -1.96   -3.60   -1.40   -2.64
197903   12.66    5.71    6.59    6.94    5.75    5.61    5.82    8.68    6.51    5.33    6.04    5.60    5.62    6.69    4.83    8.92    8.36    5.46   10.07
197904   -0.52    0.39    0.24    1.68    0.21    0.54    0.06    1.03    1.81    0.42    0.07    0.99   -0.09   -0.17    0.34    0.84    1.26    1.56    2.64
197905   -2.85   -2.11   -0.94   -1.21   -2.29   -0.78   -0.93   -1.63   -1.15   -2.31   -2.28   -1.52    0.27   -1.34   -0.45   -1.84   -1.38   -1.18   -1.07
197906    4.77    2.96    6.22    4.95    2.39    5.41    5.99    6.27    4.69    3.33    1.75    4.80    6.25    6.86    5.00    6.65    5.79    4.23    6.17
197907    0.30    0.39    2.49    2.11   -0.27    2.14    2.88    1.73    2.80    0.48   -0.87    2.36    1.89    2.60    3.42    2.24    1.36    3.18    2.40
197908    8.04    6.66    6.02    6.03    6.91    6.07    5.60    5.58    7.13    7.86    6.15    5.93    6.25    5.35    6.09    6.65    4.81    6.98    7.28
197909   -1.07   -1.63    0.88    0.72   -1.83   -0.81    0.56    1.13    1.31   -1.06   -2.47   -1.04   -0.53    1.08   -0.44    2.62    0.05    1.28    1.33
197910  -10.55   -7.25   -7.08   -6.93   -7.09   -8.12   -7.37   -5.48   -8.13   -6.36   -7.71   -7.69   -8.61   -6.47   -9.13   -5.37   -5.56   -6.72   -9.57
197911   13.16    6.46    6.13    5.62    6.75    5.90    5.77    6.33    5.24    7.56    6.08    5.61    6.24    5.74    5.83    6.72    6.04    7.27    3.09
197912   12.34    2.95    2.51    2.05    2.65    3.67    1.23    2.00    3.53    3.37    2.04    3.85    3.47    0.71    2.28    4.09    0.41    3.79    3.26
198001   20.73    3.56    6.70    8.22    2.76    5.52    6.40    7.35    9.74    1.45    3.90    5.96    5.02    7.52    4.18    8.46    6.47    9.84    9.64
198002   -3.52   -4.01    1.15    1.47   -3.70   -3.68    1.20    3.30    0.05   -2.55   -4.69   -4.94   -2.23    3.18   -2.83    3.48    3.15   -0.14    0.25
198003  -18.87   -9.24  -11.88  -12.53   -8.81  -10.60  -10.86  -12.30  -14.19   -8.66   -8.93  -10.53  -10.69  -11.13  -10.27  -14.39  -10.61  -13.75  -14.67
198004    5.03    4.50    6.07    4.31    4.18    5.94    6.51    5.15    3.45    4.07    4.28    5.45    6.49    5.54    8.61    5.02    5.26    4.86    1.87
198005    1.35    6.06    6.30    5.48    6.01    6.49    6.79    4.97    6.03    7.09    5.06    6.23    6.79    7.62    5.04    5.08    4.88    6.17    5.87
198006    0.98    3.27    3.36    3.56    2.97    4.50    3.35    2.87    3.79    1.66    4.15    4.18    4.85    3.66    2.68    2.29    3.32    5.00    2.40
198007   11.72   11.42    5.12    4.91   11.78    9.29    4.34    4.36    5.19   11.88   11.68   10.82    7.44    5.61    3.25    4.31    4.40    4.56    6.02
198008    5.61    2.94    1.47    2.59    3.19    2.11    1.87    1.22    3.01    3.41    2.96    2.52    1.61    1.55    2.14    0.39    1.83    2.65    3.48
198009   -0.05    3.60    3.79    1.68    4.52    2.41    4.31    2.55    1.62    5.73    3.28    2.02    2.90    3.40    5.08    3.62    1.78    1.52    1.76
198010    0.98    1.29    2.64    2.34    1.35    1.43    3.29    4.16    0.50    1.91    0.76    1.17    1.76    2.47    3.98    2.10    5.70   -0.36    1.59
198011    6.54   10.71   10.30   11.73   12.30    8.32   11.60   11.98   10.28   14.40   10.08    7.90    8.85    8.59   14.08    8.85   14.23    8.59   12.39
198012   -5.12   -1.28   -2.67   -5.42   -1.01   -1.84   -3.46   -3.81   -5.47    0.16   -2.29   -1.77   -1.92   -0.16   -6.03   -1.59   -5.34   -4.40   -6.73
198101    2.57   -5.12   -4.46   -2.89   -5.70   -3.76   -5.88   -3.35   -2.10   -7.05   -4.17   -4.05   -3.42   -4.91   -6.69   -2.20   -4.17    0.15   -4.86
198102    2.32    2.63    1.79    1.19    2.24    3.54    1.02   -0.06    2.51    1.35    3.22    3.33    3.80    0.49    1.46    1.24   -1.02    2.21    2.89
198103   12.85    5.17    5.40    2.15    6.05    4.07    6.50    2.44    2.51    6.03    6.07    3.57    4.68    8.16    5.10    3.66    1.52    1.93    3.25
198104    0.20   -0.35   -2.65    0.35    0.43   -1.46   -4.16   -0.21    0.36    1.46   -0.71   -1.77   -1.08   -1.33   -6.62   -0.92    0.34    1.59   -1.18
198105    2.91    2.56    0.33    0.40    3.19    1.27    0.10   -0.26    0.83    4.30    1.93    1.38    1.15    0.20    0.00   -0.13   -0.35    1.85   -0.50
198106   -7.93   -4.55    1.16    1.19   -5.63   -1.98    2.11    2.65    0.17   -6.89   -4.17   -2.46   -1.40    0.70    3.38    2.15    3.04    0.05    0.32
198107   -5.02   -0.22   -0.44    0.54   -0.08   -0.35   -0.53    0.67   -0.22   -0.65    0.60   -0.57   -0.22   -1.84    0.70   -0.62    2.22    0.03   -0.45
198108  -11.95   -8.08   -5.25   -4.16   -8.50   -5.83   -5.66   -4.77   -3.79   -9.17   -7.72   -7.00   -5.20   -5.57   -5.74   -4.63   -4.93   -3.83   -3.76
198109   -9.99   -7.12   -5.35   -4.44   -7.45   -4.68   -6.67   -6.29   -3.17   -8.25   -6.52   -6.27   -3.83   -5.55   -7.74   -5.50   -7.20   -5.50   -0.93
198110   -0.53    8.45    6.28    3.77    8.49    5.64    8.04    5.63    3.54    8.90    8.03    8.36    4.23    6.95    9.11    6.62    4.35    2.38    4.60
198111   -0.34    2.79    5.29    4.53    2.32    4.94    5.72    4.52    4.41    0.91    3.93    3.97    5.47    4.48    6.91    4.30    4.81    6.45    2.58
198112   -5.01   -2.68   -2.89   -2.43   -2.93   -2.16   -3.35   -2.76   -2.52   -3.12   -2.71   -2.08   -2.20   -2.65   -4.01   -3.19   -2.20   -3.56   -1.56
198201    1.23   -2.85   -2.07   -1.98   -3.19   -0.39   -3.31   -3.17   -1.87   -2.87   -3.54   -2.00    0.48   -1.90   -4.66   -3.87   -2.24   -1.55   -2.16
198202   -4.81   -6.74   -4.77   -2.73   -7.31   -5.53   -5.10   -2.58   -2.94   -8.31   -6.19   -5.36   -5.62   -4.92   -5.27   -2.88   -2.20   -1.31   -4.44
198203    2.07   -2.10   -0.59    0.61   -2.98   -0.46   -1.28    0.44    0.80   -2.81   -3.15   -0.02   -0.69   -0.45   -2.14    0.65    0.17    0.34    1.23
198204    5.90    5.23    5.28    2.38    5.56    5.76    4.89    3.54    2.19    5.02    6.14    4.47    6.46    4.99    4.78    4.08    2.85    3.81    0.67
198205   -2.70   -4.01   -2.83   -1.42   -4.17   -3.19   -3.68   -2.51   -0.32   -4.59   -3.73   -3.63   -2.95   -4.82   -2.48   -1.28   -4.09    0.24   -0.86
198206    2.50   -2.92   -1.10   -2.12   -3.46   -1.06   -1.58   -0.79   -2.69   -3.88   -3.02   -1.65   -0.75   -0.58   -2.61   -0.89   -0.64   -1.11   -4.23
198207   -2.91   -1.73   -1.26   -3.45   -1.49   -1.52   -0.13   -4.53   -2.71   -1.76   -1.21   -2.40   -0.81    1.09   -2.57   -4.07   -4.92   -0.30   -5.22
198208   12.27   12.40   10.58   12.85   12.14   11.49   10.55   12.36   12.54   11.70   12.61   13.14   10.22    9.63   12.46   11.03   13.47   11.96   13.16
198209    0.89    1.55    2.71    1.09    1.25    2.25    3.29    1.76    0.92    1.64    0.83    2.40    2.13    3.24    3.38    2.14    1.44    0.75    1.10
198210   21.39   15.20   11.47    8.93   15.07   13.69   12.83    8.85    8.53   16.20   13.88   15.54   12.18   13.00   12.48    7.80    9.72    8.98    8.05
198211   11.18    8.80    4.90    1.94    9.01    6.10    6.16    2.15    2.07   10.45    7.44    8.22    4.33    6.55    5.36    2.76    1.66    3.21    0.84
198212    5.87   -0.27    1.71    1.96   -0.67    0.05    3.03    1.50    2.19   -1.53    0.30    0.83   -0.63    3.77    1.50    1.51    1.49    0.38    4.20
198301    5.88    3.20    3.37    5.78    4.09    0.97    3.92    4.33    6.67    5.43    2.63    0.81    1.11    4.84    1.99    4.73    4.01    9.13    4.04
198302    4.05    4.01    3.46    2.24    3.68    4.43    3.67    3.07    1.54    3.96    3.37    4.93    3.99    3.05    5.03    2.36    3.65    0.60    2.59
198303    3.36    3.49    3.70    3.57    3.00    3.56    3.82    4.21    3.52    3.40    2.56    4.87    2.41    3.15    5.23    4.90    3.66    1.69    5.54
198304   16.10    6.36    7.81    7.68    5.91    6.62    8.94    7.68    7.62    6.52    5.21    7.62    5.74    9.43    7.92    7.53    7.80    6.41    8.89
198305    1.27    1.68   -0.13    1.00    1.88    0.33   -0.45    0.88    1.08    2.13    1.60    1.13   -0.41   -1.58    1.93    0.94    0.83    0.82    1.35
198306    9.10    5.41    3.53    2.34    5.49    4.11    4.25    2.43    2.25    5.33    5.67    5.19    3.11    5.18    2.37    2.34    2.50    1.07    3.49
198307   -2.80   -5.56   -3.10   -1.28   -6.30   -4.75   -2.35   -2.36   -0.65   -6.37   -6.22   -3.99   -5.44   -2.11   -2.65   -1.81   -2.76    0.71   -1.50
198308   -1.84   -2.47   -0.09    4.02   -2.46   -1.55    0.16    1.35    4.75   -3.31   -1.36   -2.51   -0.67    0.49   -0.28    0.05    2.29    3.68    5.42
198309    0.37    1.45    3.23    0.54    1.11    2.89    3.33    2.06    0.04   -0.03    2.55    2.15    3.55    3.80    2.71    2.47    1.77    0.76   -0.40
198310   -4.36   -5.28   -1.31   -1.01   -7.35   -1.72   -0.33   -2.06   -0.77   -9.78   -4.36   -1.02   -2.34   -0.81    0.31   -2.70   -1.60   -0.52   -0.93
198311    3.89    4.79    2.16    1.55    5.47    3.74    0.48    3.60    1.00    7.88    2.67    3.48    3.98   -0.68    2.02    4.60    2.88    2.39    0.11
198312   -1.50   -2.52    0.15   -0.70   -2.12   -1.95    0.89   -0.94   -0.54   -2.33   -1.85   -3.32   -0.72    1.82   -0.30   -0.76   -1.08   -2.19    0.51
198401   -0.35   -5.17   -2.60    4.29   -6.23   -3.27   -2.83    0.43    5.56   -7.38   -4.84   -3.05   -3.46   -3.93   -1.40   -0.64    1.23    4.08    6.47
198402   -9.01   -5.33   -4.64   -1.54   -6.19   -4.46   -4.23   -4.56   -0.46   -7.09   -5.13   -3.68   -5.16   -4.07   -4.43   -5.08   -4.19   -1.59    0.27
198403    2.91    1.22    2.21   -0.03    1.17    2.51    1.67    1.24   -0.35    0.85    1.53    1.32    3.58    2.98    0.00    1.83    0.81   -0.73   -0.12
198404   -4.31   -0.37    0.31    2.06   -0.49    0.15    0.50    0.03    2.74   -0.70   -0.26   -0.14    0.42    0.39    0.64   -0.43    0.36    1.85    3.29
198405   -9.43   -6.51   -4.61   -4.02   -7.11   -4.88   -4.51   -4.68   -3.90   -7.09   -7.13   -5.40   -4.42   -3.46   -5.90   -5.16   -4.33   -4.29   -3.66
198406   -0.26    4.96    2.69    2.07    4.53    3.89    2.79    1.78    2.55    4.66    4.38    5.76    2.26    2.16    3.64    3.02    0.89    1.12    3.47
198407   -8.96   -2.94   -0.93   -2.02   -4.45   -1.33   -0.02   -2.07   -1.85   -4.86   -3.99   -0.40   -2.25    0.61   -1.11   -1.61   -2.57   -2.37   -1.31
198408   12.73   12.46   10.66   11.26   13.74   10.35   11.01   11.32   10.84   14.40   12.99   10.34   10.36   11.50   10.13   10.17   12.59   12.04    9.61
198409   -1.72   -3.31   -0.48    2.77   -3.67   -2.08   -0.54    0.68    3.46   -5.31   -1.82   -2.68   -1.51   -1.32    0.87    0.72    0.64    2.54    4.42
198410   -4.03   -0.85    1.24    0.08   -1.64    1.41    0.78    0.93   -0.11   -2.21   -1.02    0.48    2.32    0.81    0.74    1.16    0.67   -1.04    0.85
198411   -3.58   -2.71   -1.12    0.15   -3.63   -1.21   -1.32   -0.57    0.37   -4.61   -2.62   -1.21   -1.20   -1.73   -0.56   -0.59   -0.56    0.21    0.52
198412   -0.04    2.63    2.49    2.56    2.08    3.26    1.98    3.04    2.42    0.96    3.23    3.51    3.03    1.48    2.89    3.05    3.03    2.31    2.53
198501   10.88   11.05    9.35    6.05   12.71    9.39    9.46    8.58    5.13   14.12   11.30    8.45   10.29    9.85    8.73    8.18    9.01    6.05    4.21
198502    1.47    0.91    1.65    2.80    0.84    1.38    1.32    3.02    2.48    0.59    1.10    1.03    1.72    0.63    2.63    2.30    3.79    3.64    1.30
198503   -1.90   -1.99   -0.63    1.54   -3.39    0.00   -1.35    0.70    1.77   -3.09   -3.70    0.30   -0.28   -2.96    1.60    0.57    0.83    2.00    1.53
198504   -2.97   -1.68   -0.69    1.08   -2.07   -1.04   -0.54   -0.58    1.59   -2.25   -1.88   -1.06   -1.03   -0.86    0.02   -0.64   -0.52    1.82    1.36
198505    2.44    5.54    6.87    5.12    5.27    6.89    6.21    6.44    5.02    5.09    5.46    5.96    7.77    5.25    7.89    7.35    5.46    5.02    5.02
198506   -0.69    2.00    1.21    2.18    1.67    2.34    0.21    2.46    2.03    1.25    2.11    2.49    2.20   -0.34    1.15    2.30    2.64    2.05    2.01
198507    2.63    0.42   -0.25   -1.05    0.56   -0.49    0.36   -0.43   -1.40   -0.24    1.37    0.17   -1.30    1.71   -1.77   -0.79   -0.08   -1.57   -1.22
198508   -1.69   -1.67   -0.65    0.75   -2.17   -0.69   -0.66   -0.07    0.84   -2.60   -1.75   -0.80   -0.56   -1.03   -0.05   -0.69    0.51    1.37    0.32
198509   -7.08   -4.59   -3.38   -3.52   -5.01   -4.04   -2.56   -4.04   -3.51   -5.64   -4.38   -3.84   -4.28   -2.79   -2.19   -4.58   -3.55   -3.11   -3.92
198510    2.37    4.11    4.73    5.27    4.89    3.65    5.14    4.74    5.12    5.54    4.26    2.78    4.69    4.65    5.96    3.69    5.69    5.66    4.55
198511    6.78    9.34    7.47    4.88    9.04    9.17    6.98    6.07    5.02    8.99    9.10    9.85    8.35    6.86    7.19    7.83    4.51    4.60    5.46
198512    2.48    5.00    5.40    3.67    4.77    4.98    5.78    3.86    4.09    5.09    4.46    5.39    4.48    6.08    5.27    5.33    2.52    4.59    3.57
198601    4.24    2.04    0.38    0.58    2.23    1.96   -0.10   -0.92    1.35    2.72    1.76    1.70    2.27   -1.25    1.82   -0.26   -1.54    0.00    2.76
198602    4.69    8.65    7.88    6.94    8.70    8.23    7.49    8.06    6.85    8.05    9.34    8.56    7.83    6.42    9.20    8.94    7.21    6.62    7.08
198603    5.61    6.00    5.58    5.01    5.48    6.48    5.38    4.93    5.30    6.82    4.20    6.90    5.97    4.22    7.19    5.70    4.18    4.99    5.61
198604   -3.74    0.47   -0.20   -2.39    0.01    0.58   -0.47   -0.13   -2.95   -0.80    0.81    1.26   -0.27    0.66   -2.19    0.55   -0.79   -1.99   -3.90
198605    3.50    5.94    5.01    5.01    6.19    5.67    4.94    4.95    4.81    6.87    5.53    5.51    5.88    3.84    6.68    4.33    5.56    5.68    3.94
198606   -3.21    1.97    1.04    2.42    1.16    2.78    0.60    1.93    2.32    0.80    1.52    3.36    2.03   -0.37    2.13    1.15    2.69    2.12    2.52
198607  -10.55   -7.02   -7.23   -2.65   -8.01   -5.87   -7.67   -5.79   -1.57   -8.60   -7.24   -5.35   -6.42   -8.23   -6.67   -6.91   -5.04   -0.63   -2.29
198608    5.84    5.26    5.56    9.19    5.71    5.08    5.44    6.88    9.89    6.41    4.81    4.52    5.66    4.91    6.38    5.83    7.57    9.92    9.87
198609   -5.33   -9.59   -8.76   -6.90   -8.97  -10.92   -8.12   -6.62   -7.18   -9.26   -8.58  -10.63  -11.23   -7.83   -8.65   -7.20   -6.25   -7.08   -7.25
198610    4.39    6.31    4.73    5.08    5.71    7.09    3.11    7.39    4.02    5.05    6.59    7.34    6.83    2.09    4.90    7.12    7.56    3.67    4.29
198611   -0.64    1.81    1.78    1.90    1.50    1.86    2.34    1.64    1.72    1.96    0.90    2.34    1.35    3.07    1.05    0.59    2.30    1.63    1.79
198612   -3.32   -1.80   -3.29   -2.87   -2.29   -1.98   -3.30   -3.05   -2.95   -2.63   -1.85   -0.97   -3.05   -2.75   -4.26   -3.62   -2.70   -2.46   -3.32
198701   11.66   14.67   12.18   12.09   14.99   13.85   11.79   11.98   12.01   15.18   14.75   14.15   13.54   11.23   12.80   11.49   12.27   12.34   11.76
198702    6.91    8.08    6.56   -0.41    9.22    6.66    6.53    1.95   -0.49    8.52   10.15    6.18    7.19    6.94    5.81    5.72   -0.23   -0.62   -0.40
198703    2.25    1.19    1.80    3.17    0.97    1.44    2.42    2.52    2.89    1.63    0.11    1.58    1.29    2.75    1.81    0.47    3.79    2.52    3.18
198704   -0.35   -2.29   -1.42   -1.45   -2.29   -2.58   -0.65   -1.52   -1.48   -1.30   -3.59   -2.29   -2.90    0.63   -3.00   -1.75   -1.39   -2.57   -0.68
198705    0.64    1.00    0.73    0.28    1.13    1.19    0.62    0.14    0.23    0.50    1.98    0.77    1.64    0.86    0.16   -0.30    0.41    0.15    0.28
198706    2.74    4.37    4.94    4.88    3.79    4.90    4.87    5.68    4.61    4.33    3.05    5.37    4.40    4.74    5.11    6.05    5.47    4.74    4.51
198707    6.86    5.41    4.45    2.64    5.34    5.73    3.17    3.91    2.70    5.65    5.02    5.52    5.93    3.89    2.58    5.71    2.50    1.58    3.80
198708    0.11    4.56    4.61    3.49    4.31    4.23    5.19    3.50    3.91    4.96    3.61    4.93    3.56    4.05    6.15    4.66    2.56    3.99    3.83
198709    1.16   -2.16   -2.59   -2.16   -3.25   -0.99   -3.50   -2.78   -1.58   -3.09   -3.42   -0.57   -1.40   -2.07   -4.68   -1.96   -3.48   -1.60   -1.56
198710  -29.80  -23.66  -23.74  -17.74  -24.81  -22.79  -23.96  -21.63  -16.74  -25.92  -23.61  -22.02  -23.54  -24.91  -23.16  -23.47  -20.07  -15.06  -18.35
198711   -5.37   -8.70   -7.21   -7.14   -7.94   -8.89   -7.28   -6.47   -7.19   -8.06   -7.82   -9.74   -8.04   -6.76   -7.71   -5.79   -7.01   -8.27   -6.10
198712    6.78    9.02    7.59    5.30    7.95    8.87    7.61    7.62    4.51    6.88    9.10   10.52    7.23    7.63    7.59    8.05    7.26    4.62    4.40
