Month     Less0   Lo30  Med40   Hi30   Lo20   Qnt2   Qnt3   Qnt4   Hi20   Lo10   Dec2   Dec3   Dec4   Dec5   Dec6   Dec7   Dec8   Dec9   Hi10
197408   -8.75  -10.04   -5.92   -7.17  -10.09   -8.08   -5.46   -7.36   -7.15   -9.75  -11.02   -9.83   -5.99   -4.51   -7.77   -7.52   -7.19   -7.68   -6.19
197409   -4.89  -13.60   -6.18   -7.21  -14.40   -9.23   -5.17   -5.69   -7.29  -16.46   -8.72   -9.85   -8.52   -5.24   -5.00   -4.39   -7.11   -6.68   -8.38
197410    4.11   21.11   10.84    8.00   22.03   13.61   11.73    9.65    6.74   23.03   19.52   16.98    9.81   12.35   10.17    9.84    9.42    5.24    9.45
197411   -3.09   -4.08   -3.56   -4.42   -4.45   -3.05   -3.53   -3.35   -5.07   -4.91   -3.25   -2.39   -3.84   -4.65   -0.68   -3.02   -3.72   -4.09   -6.70
197412   -4.17   -3.41   -0.63   -4.18   -3.95   -0.73   -0.32   -2.72   -4.94   -4.50   -2.54   -0.91   -0.52    0.68   -2.75   -2.13   -3.38   -2.99   -8.30
197501   26.00   11.03   17.96   23.93   10.31   15.97   16.85   22.40   25.17   10.41   10.06   14.26   18.06   16.24   18.43   22.18   22.64   22.46   30.11
197502    6.15    8.15    2.83    2.58    9.28    3.01    3.11    2.90    1.50   11.29    4.19    3.32    2.65    3.45    2.25    2.19    3.72    0.18    3.76
197503   -0.79    3.08    2.15    7.53    3.14    3.44    0.34    6.26    6.72    3.40    2.43    2.79    4.23   -0.77    3.13    4.38    8.38    7.76    5.00
197504    6.38    5.72    2.24    5.64    5.71    4.88    1.21    4.75    4.10    4.85    8.06    5.78    3.81    0.88    2.02    2.47    7.21    3.69    4.78
197505    9.58    5.86    5.97    2.75    5.40    7.78    5.37    3.10    3.86    4.67    7.34    7.97    7.55    5.56    4.90    4.52    1.66    3.37    4.66
197506   11.56    4.42    6.49    7.24    3.88    6.95    5.75    7.88    6.58    2.99    6.19    6.85    7.07    5.49    6.36    7.86    7.90    7.53    5.04
197507   -1.87   -7.33   -3.73   -3.73   -7.89   -4.35   -4.16   -4.49   -3.85   -8.78   -5.99   -5.42   -2.35   -3.96   -4.65   -4.99   -3.59   -3.65   -4.13
197508  -11.01   -2.33   -2.04   -4.03   -2.36   -2.35   -2.48   -0.95   -5.05   -2.97   -1.06   -2.22   -2.57   -2.43   -2.60    0.09   -2.78   -3.56   -7.17
197509   -4.88   -3.92   -2.80   -3.66   -4.53   -1.81   -2.91   -3.92   -4.46   -4.59   -4.39   -1.90   -1.63   -3.20   -2.23   -4.59   -2.71   -4.23   -4.81
197510   -0.66    6.32    5.46    4.56    6.80    5.43    4.68    5.49    3.51    7.52    5.32    4.74    6.68    4.27    5.61    5.31    5.79    5.06    1.20
197511   -6.82    2.97    3.40    4.23    3.22    2.54    3.26    4.12    4.12    3.54    2.56    2.13    3.27    2.75    4.43    3.99    4.35    3.92    4.43
197512    7.03   -1.82    0.29    0.22   -2.58    0.65    0.22    0.06    0.56   -2.86   -2.00    0.76    0.46    0.35   -0.08    0.19   -0.18    0.55    0.58
197601   24.72   10.95   15.08   20.91   11.36   10.82   15.29   18.55   22.76   11.29   11.51    9.60   12.98   14.86   16.27   18.43   18.76   20.41   26.33
197602    4.89   -1.01    2.61    7.92   -1.70    2.12    1.82    3.66   10.39   -3.05    1.15    1.27    3.60    1.20    3.19    2.92    4.97    7.80   14.10
197603    8.12    2.76    2.81    2.05    2.73    3.07    2.50    2.04    2.72    3.10    1.97    2.87    3.41    2.73    2.00    2.52    1.21    2.19    3.42
197604    5.71   -1.57    0.06   -1.35   -2.15   -0.06    0.65   -0.43   -1.59   -2.50   -1.45    0.32   -0.69    1.16   -0.46   -0.08   -1.05   -1.95   -1.11
197605   -1.57   -0.62   -1.65   -1.85   -1.19    0.02   -0.98   -2.57   -1.76   -1.56   -0.44    1.17   -1.92   -0.84   -1.29   -2.90   -1.97   -1.63   -1.94
197606    9.71    4.43    4.96    5.08    4.41    4.16    5.81    5.62    4.19    5.20    2.82    4.51    3.54    5.37    6.79    5.29    6.20    4.30    4.04
197607    9.40   -1.19    0.27    0.52   -1.60    0.16    0.32    0.18    1.45   -1.46   -1.94    0.29   -0.09    0.83   -0.54    0.64   -0.34    1.24    1.72
197608   -5.65   -0.44    0.86   -1.04   -0.60    0.17    1.46   -0.90   -0.94   -0.17   -1.63    0.12    0.25    2.45   -0.25   -0.70   -1.13    0.03   -2.15
197609   -1.99    2.24    3.07    2.66    1.74    3.77    3.10    3.33    0.83    1.54    2.23    3.99    3.39    2.78    3.65    2.41    4.40    1.29    0.25
197610    0.00   -2.48   -1.20   -2.90   -2.52   -2.14   -0.84   -2.29   -3.02   -2.94   -1.52   -2.32   -1.81   -0.35   -1.68   -1.84   -2.80   -2.09   -4.20
197611   -1.15   -0.54    2.53    2.72   -0.81    1.17    2.33    2.54    3.90   -1.67    1.22    0.38    2.57    2.72    1.65    3.33    1.63    4.02    3.73
197612   13.15    5.01    6.95    9.24    4.38    7.52    6.25    8.58    9.34    3.62    6.12    7.14    8.17    5.74    7.17    8.09    9.15    8.87    9.95
197701    2.39   -5.97   -1.15    1.03   -7.01   -2.57   -0.85   -0.12    2.36   -7.89   -5.04   -2.52   -2.67   -1.21   -0.22   -0.06   -0.19    2.14    2.67
197702    0.20   -1.82   -1.48   -1.17   -1.51   -2.71   -1.05   -1.28   -1.57   -1.61   -1.31   -2.81   -2.53   -0.67   -1.71   -1.70   -0.78   -1.21   -2.06
197703    1.22   -1.55   -0.46    0.39   -1.52   -1.05   -0.76   -0.08    1.25   -1.51   -1.52   -1.65   -0.04   -1.09   -0.17    0.21   -0.42    1.92    0.33
197704    5.72   -1.00    1.92    3.65   -1.84    1.95    1.59    3.35    3.32   -2.95    0.58    1.77    2.26    1.93    0.99    2.82    3.96    4.04    2.34
197705   -3.79   -1.73   -0.05   -0.72   -2.08   -0.74    0.56   -1.07   -0.60   -2.27   -1.69   -0.62   -0.94    1.20   -0.56   -1.28   -0.84   -0.60   -0.59
197706    8.83    5.75    4.05    5.65    6.17    4.53    3.70    4.91    6.04    6.95    4.54    4.43    4.68    2.71    5.48    4.58    5.29    5.77    6.40
197707    2.06   -1.38   -0.94   -2.01   -1.09   -2.43   -0.72   -0.31   -2.30   -0.88   -1.44   -2.50   -2.37   -0.73   -0.71    0.54   -1.71   -2.11   -2.62
197708   -0.86    0.36   -3.20   -2.51    0.94   -2.73   -2.44   -3.62   -2.80    1.71   -0.31   -1.99   -3.40   -2.31   -2.52   -4.45   -2.22   -2.45   -3.40
197709    0.62   -0.55    1.12   -0.26   -0.48   -0.33    1.79    0.49   -0.12   -1.09    0.55   -0.84    0.13    0.80    2.47    1.03   -0.40    0.15   -0.60
197710   -0.90   -4.29   -3.62   -2.64   -4.35   -3.68   -4.27   -2.48   -3.09   -4.06   -4.82   -4.06   -3.34   -4.11   -4.37   -2.66   -2.17   -2.52   -4.11
197711    5.52    4.29    4.20    5.95    4.20    4.50    4.16    4.28    7.28    3.87    4.74    4.68    4.34    5.63    3.18    4.09    4.60    6.11    9.37
197712    0.16    0.42    0.95    1.29    0.33    1.14    1.15    0.49    1.09    1.02   -0.81    0.77    1.46    0.58    1.54   -0.13    1.51    1.21    0.89
197801    5.05   -6.29   -5.37   -2.61   -6.11   -6.73   -4.97   -4.30   -1.64   -5.78   -6.67   -7.04   -6.46   -5.51   -4.60   -4.72   -3.62   -2.46   -0.24
197802   -1.34   -2.25    0.61   -0.37   -2.52   -0.85    1.70   -0.11   -0.40   -3.13   -1.49   -1.10   -0.63    0.74    2.33    0.03   -0.33   -0.62   -0.05
197803    8.48    2.49    3.95    5.08    1.96    4.44    3.88    3.78    6.22    1.05    3.48    4.69    4.22    4.37    3.55    3.73    3.86    5.69    7.09
197804    5.91   10.98    5.76    6.99   11.35    8.30    5.36    5.49    7.01   12.07   10.16    9.45    7.29    7.58    3.90    4.58    6.96    7.00    7.03
197805    8.73    2.32    1.68    3.43    2.21    2.50    1.30    1.91    4.60    2.53    1.68    2.81    2.24    1.67    1.04    1.75    2.16    3.68    6.08
197806    1.28   -1.36   -1.24   -0.84   -1.12   -2.25   -1.21   -0.68   -0.05   -0.48   -2.20   -2.34   -2.18   -1.38   -1.10   -0.01   -1.73    0.57   -1.02
197807    3.62    6.90    4.23    5.87    7.31    5.14    4.09    4.82    6.15    7.42    7.14    5.52    4.74    5.23    3.13    4.04    5.56    4.85    8.47
197808   13.20    4.03    4.81    3.68    3.91    4.62    4.84    3.89    4.19    4.11    3.59    4.45    4.81    5.00    4.71    4.70    3.12    3.96    4.59
197809   -1.93   -2.50    0.82   -0.20   -3.14   -0.35    1.36    0.20   -0.19   -3.50   -2.55   -0.29   -0.41    1.42    1.31    0.62   -0.20    0.11   -0.72
197810  -31.06  -11.28  -10.16  -13.36  -11.05  -11.87   -9.11  -11.29  -15.72  -10.11  -12.59  -12.05  -11.69  -10.40   -7.99  -11.85  -10.75  -14.05  -18.61
197811    4.56    3.49    3.45    3.33    3.47    3.18    3.85    3.14    3.27    3.60    3.24    3.55    2.79    4.12    3.62    2.86    3.41    3.35    3.11
197812   -4.30    2.90    0.83    0.16    3.25    1.28    0.73    0.58    0.36    4.93    0.42    1.74    0.78    1.43    0.15    1.25   -0.06    0.67   -0.19
197901   15.94    3.74    5.38    7.40    3.32    5.51    4.87    6.50    8.37    2.48    4.79    5.21    5.84    4.99    4.77    6.63    6.38    6.89   11.10
197902   -5.91   -3.69   -2.35   -2.65   -4.02   -2.67   -2.29   -2.24   -2.76   -3.92   -4.21   -2.56   -2.79   -3.11   -1.59   -1.93   -2.53   -2.39   -3.41
197903   13.96    6.30    5.98    7.78    6.07    6.87    5.51    6.93    8.47    5.50    7.04    7.10    6.63    7.47    3.84    6.81    7.04    7.41   10.39
197904    2.89    0.34    0.85    1.33    0.40    0.97    0.27    1.50    1.21    0.24    0.69    0.12    1.87    0.86   -0.24    1.56    1.45    1.46    0.78
197905   -6.25   -1.91   -1.22   -0.85   -2.05   -1.17   -1.26   -0.95   -1.24   -1.97   -2.19   -1.42   -0.91   -1.50   -1.05   -1.49   -0.43   -1.28   -1.17
197906    2.55    3.36    5.60    5.75    2.96    5.18    5.28    6.61    4.99    1.99    4.61    4.70    5.69    6.60    4.09    6.65    6.58    4.03    6.65
197907   -3.77    0.74    2.01    3.01    0.34    2.07    2.01    1.89    3.55   -0.78    2.12    1.83    2.39    2.18    1.85    1.54    2.28    3.11    4.19
197908    4.38    7.00    5.66    5.78    7.03    7.12    4.93    5.50    6.53    6.59    7.69    6.94    7.35    5.62    4.30    6.19    4.77    6.60    6.42
197909    2.52   -0.58    0.69   -0.83   -1.22    0.65    1.00   -0.29   -0.66   -1.61   -0.62    1.13    0.02    1.28    0.74    0.43   -1.07   -0.62   -0.71
197910  -15.59   -6.96   -6.67   -8.93   -6.92   -6.42   -6.61   -8.27   -9.41   -6.94   -6.88   -7.07   -5.58   -6.70   -6.53   -8.28   -8.26   -7.83  -11.74
197911   14.46    7.07    5.83    4.66    6.88    7.15    5.05    6.85    3.77    7.03    6.66    7.56    6.63    4.17    5.88    7.70    5.91    4.83    2.16
197912   19.94    3.60    1.52    2.61    3.21    3.84    0.78    1.64    3.95    2.39    4.48    4.59    2.87    0.67    0.89    2.41    0.78    2.77    5.80
198001    4.91    5.25    6.50    8.04    4.66    7.22    6.10    6.12    9.47    2.99    7.15    6.79    7.79    8.01    4.31    6.24    6.00    7.28   12.82
198002    0.86   -2.75    1.52   -0.24   -3.50    0.11    2.20   -0.72    0.10   -3.65   -3.28   -0.83    1.33    2.87    1.55   -0.69   -0.76    0.50   -0.47
198003  -30.74  -10.27  -11.32  -13.95   -9.23  -12.36  -11.01  -11.86  -15.37   -8.96   -9.62  -12.86  -11.72  -12.45   -9.59  -11.91  -11.79  -13.59  -17.98
198004    7.32    4.01    5.73    6.07    3.77    4.33    5.84    8.03    4.52    3.49    4.16    4.63    3.94    4.41    7.20    7.79    8.31    6.19    1.95
198005    3.98    5.94    5.72    6.78    5.69    5.93    6.06    5.40    7.65    5.80    5.54    6.58    5.10    6.72    5.45    5.26    5.56    8.24    6.70
198006   11.43    3.44    3.53    2.76    3.30    4.21    2.61    4.44    2.30    2.86    3.93    3.80    4.74    3.66    1.61    5.33    3.43    2.03    2.73
198007    4.66    9.79    5.72    3.47   11.60    6.68    4.78    3.88    5.64   12.12   10.85    6.35    7.16    4.00    5.86    6.24    1.75    3.84    7.80
198008    1.76    2.90    1.80    2.07    3.62    1.95    1.89    1.87    0.96    4.34    2.59    1.47    2.64    0.92    3.24    0.69    2.99    0.28    1.74
198009   13.70    4.28    3.23   -0.65    4.01    5.44    3.11   -0.70    0.30    3.98    4.04    4.83    6.30    4.51    1.23    0.06   -1.41    1.11   -0.62
198010    0.14    2.29    2.82   -0.25    1.72    3.79    3.79   -1.09    0.79    3.28   -0.55    3.45    4.26    4.25    3.17   -1.07   -1.11    0.16    1.52
198011    8.94   11.77   12.38    4.46   11.54   13.49   14.89    4.49    2.57   12.28   10.41   12.22   15.26   17.45   11.38    2.88    6.01    3.52    1.44
198012   -7.18   -2.53   -4.43   -0.84   -1.54   -5.21   -4.70   -1.12   -0.64   -1.31   -1.91   -4.48   -6.19   -5.14   -4.05   -1.25   -1.00   -0.46   -0.87
198101   -6.73   -5.73   -4.71    1.74   -5.87   -6.34   -4.90    0.45    2.37   -7.18   -3.83   -5.46   -7.55   -6.32   -2.84   -0.39    1.23    2.43    2.31
198102   -0.85    2.40    1.39    1.60    2.36    2.11    0.55    2.46    1.34    1.48    3.69    2.46    1.61    1.34   -0.56    3.18    1.81    0.50    2.36
198103   13.47    4.24    4.10    5.65    4.83    4.12    2.25    5.22    7.71    4.68    5.05    3.06    5.65    1.66    3.11    6.61    3.94    5.73   10.10
198104    8.32   -1.60   -1.48    1.58   -1.26   -2.86   -1.60    2.06    0.36   -0.37   -2.57   -2.29   -3.65   -3.37    0.90    1.48    2.62    0.36    0.37
198105   17.76    1.35   -0.06    2.95    2.47   -0.92   -0.56    2.79    2.23    3.52    0.89   -0.96   -0.86   -1.22    0.33    1.98    3.54    2.14    2.34
198106   -8.40   -3.55    1.92    0.19   -4.94    0.58    2.41    0.30    0.33   -6.23   -2.95   -0.55    2.18    1.71    3.36    0.55    0.07    1.11   -0.58
198107    5.32    0.79   -0.79   -1.15    0.86    1.68   -2.16   -2.28   -0.72    0.48    1.22    0.64    3.06   -2.44   -1.68   -2.60   -1.90    0.01   -2.28
198108   -8.57   -7.22   -5.54   -2.85   -7.04   -6.71   -5.43   -5.25   -1.91   -9.11   -5.09   -7.64   -5.48   -5.89   -4.67   -5.86   -4.50   -0.74   -4.47
198109  -10.72   -6.81   -6.05   -1.97   -7.55   -6.27   -6.30   -2.78   -1.75   -8.47   -6.73   -5.07   -7.77   -6.68   -5.68   -3.12   -2.38   -0.32   -4.96
198110   17.34    8.39    4.29    4.63    8.72    7.44    3.88    3.08    4.62   11.28    6.45    7.63    7.17    3.26    4.89    1.74    4.66    5.04    3.64
198111    8.86    3.72    5.05    4.23    3.08    5.32    4.58    4.96    4.24    0.61    5.36    5.21    5.47    4.64    4.48    5.62    4.19    3.75    5.43
198112   -2.46   -3.04   -2.50   -2.32   -2.88   -3.08   -2.99   -2.00   -1.99   -3.74   -2.10   -3.40   -2.63   -3.00   -2.99   -1.20   -2.93   -1.74   -2.58
198201   -3.34   -2.22   -3.62    0.21   -2.12   -3.72   -3.22   -1.44    0.60   -3.60   -0.82   -2.44   -5.49   -3.45   -2.83   -2.20   -0.52    1.34   -1.15
198202   -5.09   -7.37   -3.33   -1.75   -7.35   -6.74   -2.81   -1.20   -2.22   -9.07   -5.88   -7.42   -5.78   -2.87   -2.72   -1.48   -0.88   -3.08   -0.13
198203   -3.59   -1.99   -0.52    1.87   -3.29    0.13   -0.99    1.61    1.79   -3.73   -2.92    1.08   -1.17   -1.60   -0.03    1.27    2.00    1.85    1.65
198204    6.72    5.87    3.77    2.85    6.60    4.36    3.55    3.56    2.34    6.35    6.80    4.24    4.53    3.14    4.20    3.37    3.77    1.49    4.34
198205    1.19   -3.48   -2.29   -2.19   -4.05   -2.14   -2.04   -3.13   -1.60   -4.85   -3.38   -2.17   -2.10   -1.82   -2.39   -3.05   -3.22   -1.26   -2.37
198206   10.91   -2.61   -1.23   -1.61   -3.26   -1.31   -0.74   -1.61   -1.83   -4.19   -2.50   -1.14   -1.54   -0.64   -0.89   -1.97   -1.20   -2.41   -0.55
198207   -1.08   -0.90   -3.75   -1.60   -0.44   -3.25   -3.45   -2.28   -1.81   -2.00    1.15   -1.98   -4.91   -3.22   -3.68   -3.25   -1.46   -1.71   -2.01
198208    7.76   10.61   12.66   12.68   10.83   11.55   12.17   13.06   11.73   11.27   10.40   10.10   13.52   11.21   13.14   12.72   13.34   11.97   11.24
198209    6.83    2.02    2.35    0.65    2.05    2.38    2.72    0.77    1.10    1.53    2.57    1.93    2.97    3.32    2.13    1.29    0.33    1.23    0.82
198210   17.99   13.20   11.45    9.93   13.13   12.03   11.09   11.64    9.10   15.25   11.04   13.36   10.31    9.86   12.33   12.97   10.52    7.38   12.73
198211    8.40    7.49    3.11    4.63    7.82    5.17    3.13    3.76    5.00    9.01    6.60    6.71    3.14    3.07    3.20    3.03    4.38    3.69    7.59
198212   20.15    1.17    1.15    1.51    1.78    0.27    1.16    0.42    4.05   -0.27    3.92   -0.35    1.10    1.71    0.62    1.17   -0.23    3.88    4.39
198301    5.35    3.77    3.59    5.76    3.89    3.60    3.90    5.41    3.29    4.92    2.85    3.48    3.75    2.53    5.21    2.98    7.51    2.89    4.05
198302   -1.14    3.74    2.94    2.84    3.27    3.94    3.89    1.93    4.00    3.42    3.12    4.94    2.63    3.17    4.57    1.77    2.05    3.29    5.34
198303    5.49    2.50    4.74    3.44    2.64    3.16    4.52    4.16    3.68    2.04    3.27    2.14    4.54    5.40    3.68    5.24    3.28    3.07    4.78
198304   27.62    6.02    8.88    7.17    6.46    6.31    8.45    8.54    7.11    5.55    7.39    4.89    8.18    8.06    8.83   10.12    7.21    5.64    9.75
198305    5.13    1.09    0.87    0.64    1.72    0.43    1.36   -0.44    2.16    3.15    0.27   -0.51    1.63   -0.19    2.84   -0.48   -0.41    2.53    1.53
198306   15.77    5.33    3.78    1.00    5.82    5.32    3.19    1.24    1.68    5.73    5.91    4.06    6.91    4.87    1.64    2.08    0.51    0.25    4.13
198307   -7.33   -5.30   -2.31   -0.81   -5.11   -5.03   -2.89   -0.09   -1.38   -5.18   -5.00   -5.88   -3.72   -2.68   -3.18   -0.24    0.05   -1.98    0.03
198308   -3.35   -1.90    0.37    4.54   -1.91   -1.49   -0.20    3.05    5.07   -2.71   -0.59   -1.86   -0.93   -0.65    0.38    2.30    3.76    4.63    6.09
198309    5.18    2.19    1.65    1.21    2.47    2.13    2.20    0.35    1.31    2.21    2.88    1.33    3.32    2.36    1.97   -0.42    1.07    1.77    0.25
198310   -2.59   -4.40   -1.37   -0.62   -4.60   -3.15   -1.24   -0.52   -0.95   -6.06   -2.27   -3.77   -2.26    0.47   -3.53   -0.96   -0.13   -1.07   -0.68
198311   -2.39    3.09    2.71    2.22    2.75    3.30    3.28    2.51    1.81    1.73    4.33    4.17    2.07    2.34    4.58    2.17    2.82    1.93    1.54
198312   -1.45   -1.05   -0.99   -0.60   -1.29   -0.32   -1.81   -1.06    0.41   -1.18   -1.47   -0.31   -0.35   -1.64   -2.05    0.05   -2.06    0.53    0.13
198401    6.65   -5.15    0.47    3.37   -5.99   -1.63    0.33    1.10    4.97   -6.95   -4.52   -2.58   -0.23   -1.92    3.44    1.19    1.02    5.29    4.21
198402   -9.10   -5.08   -4.27   -1.82   -4.73   -6.16   -4.40   -2.87   -1.03   -5.41   -3.72   -6.13   -6.19   -4.41   -4.38   -2.74   -2.98   -2.67    2.69
198403   -3.78    1.37    1.54    0.69    1.25    2.24    0.78    1.64    0.20    0.78    1.94    1.71    3.00    0.75    0.83    1.86    1.44   -0.48    1.67
198404   -1.37    0.22    0.19    1.50    0.52   -0.29    0.76    0.65    1.15    0.37    0.73   -0.67    0.26    1.14    0.26   -0.82    2.03    1.66    0.06
198405   -8.16   -4.97   -4.58   -5.71   -5.15   -3.78   -5.95   -4.27   -6.14   -5.33   -4.88   -4.41   -2.89   -6.32   -5.48   -3.38   -5.08   -6.24   -5.94
198406    7.91    4.42    1.65    2.43    4.04    5.17    1.82   -0.16    3.99    3.69    4.53    5.57    4.60    2.15    1.39   -0.65    0.30    5.82   -0.95
198407   -7.91   -1.86   -1.97   -2.52   -1.58   -2.76   -1.00   -3.19   -2.04   -1.17   -2.19   -2.78   -2.75   -1.56   -0.61   -3.19   -3.19   -2.50   -1.25
198408   10.64   11.67   11.04   11.30   11.90   11.06   10.63   11.22   11.60   12.79   10.57   10.92   11.20   10.82   10.50   11.74   10.88   12.25   10.50
198409   -1.60   -2.46   -0.11    3.08   -2.86   -1.14    0.13    1.77    3.42   -3.46   -1.94   -1.11   -1.16   -0.59    0.63    0.51    2.61    3.15    3.88
198410   -4.73    0.21    0.69   -0.45   -0.14    1.48    0.90   -0.35   -0.67   -0.71    0.69    1.39    1.58    0.27    1.31   -0.68   -0.14   -1.84    1.32
198411   -4.95   -2.66   -1.15    0.87   -3.22   -0.99   -1.18   -0.39    1.47   -4.19   -1.81   -0.82   -1.15   -1.67   -0.86   -1.08    0.04    1.17    1.96
198412    4.20    2.55    2.56    2.23    2.69    2.33    2.42    2.91    1.72    2.52    2.95    2.08    2.58    1.59    2.94    2.86    2.94    1.00    2.89
198501   16.21   10.99    8.39    5.96   11.18    9.61    8.08    7.53    5.30   12.79    8.90   10.37    8.82    8.56    7.79    8.58    6.88    5.18    5.48
198502    1.08    1.61    1.83    2.18    1.18    2.10    1.71    2.53    2.09    0.93    1.55    3.05    1.11    1.85    1.62    2.88    2.31    2.85    0.88
198503    0.33   -1.64   -0.68    2.09   -2.28   -0.24   -0.56    0.89    2.26   -3.47   -0.55    0.46   -1.00    0.73   -1.36   -0.62    1.86    2.10    2.52
198504   -2.04   -1.89   -0.64    1.87   -1.72   -2.32   -0.84    1.31    2.35   -2.20   -1.05   -2.41   -2.22    0.22   -1.52    1.45    1.22    2.49    2.11
198505    7.05    5.67    6.68    5.04    5.60    6.64    7.23    5.23    4.67    5.01    6.44    5.88    7.48    8.70    6.27    4.73    5.54    4.93    4.25
198506    1.79    1.52    1.98    1.55    1.07    2.45    1.88    1.21    2.24    0.50    1.86    2.93    1.92    1.53    2.12    2.24    0.52    2.00    2.63
198507   -0.06    0.59   -0.48   -1.20    0.68    0.48   -0.29   -1.28   -1.33    0.89    0.44    0.30    0.70   -0.23   -0.34   -1.50   -0.94   -2.37    0.70
198508   -1.79   -1.60   -0.07    0.76   -1.87   -0.24    0.03    0.15    0.57   -1.87   -1.87   -0.75    0.38    0.20   -0.14   -0.50    1.15    0.83    0.08
198509   -6.65   -4.39   -2.92   -4.35   -4.60   -3.36   -2.82   -3.73   -4.19   -4.42   -4.82   -3.74   -2.89   -2.45   -3.21   -3.09   -4.70   -4.13   -4.30
198510    4.22    3.89    5.14    5.28    3.85    4.39    4.54    5.44    5.70    3.64    4.12    4.00    4.87    4.56    4.53    6.14    4.38    6.15    4.84
198511    0.21    8.89    6.65    4.91    9.39    7.72    7.57    4.54    5.02    9.12    9.72    7.32    8.22    7.79    7.34    4.47    4.66    5.58    3.96
198512    4.14    5.66    3.68    4.30    6.05    4.08    4.29    3.33    4.42    6.01    6.09    4.42    3.64    5.47    3.07    2.88    4.03    5.07    3.16
198601    3.92    0.99    0.58    1.65    0.80    1.40    1.63   -0.29    1.92    0.17    1.57    1.62    1.12    0.14    3.23   -1.18    1.07    1.53    2.69
198602    5.31    7.90    8.11    6.87    7.52    9.52    8.03    6.82    7.04    6.33    8.97    9.17    9.96    7.08    9.01    7.04    6.50    6.63    7.85
198603    6.39    5.96    5.75    4.43    5.66    6.71    5.66    4.75    4.78    5.28    6.11    6.95    6.39    5.29    6.03    5.46    3.68    5.64    3.12
198604    4.52    0.81   -1.38   -2.93    0.92   -0.17   -1.40   -2.23   -2.80    2.32   -0.72    0.46   -1.00   -0.27   -2.55   -1.60   -3.22   -2.30   -3.81
198605   10.11    5.15    5.49    4.91    5.27    5.28    4.35    5.94    5.06    4.94    5.66    4.76    5.97    4.42    4.28    6.80    4.58    6.01    3.16
198606   -2.02    1.57    1.13    2.52    1.80    1.31    1.17    1.17    2.66    1.60    2.05    0.80    1.99    1.21    1.13    0.53    2.20    4.24   -0.58
198607  -12.21   -7.64   -5.70   -2.96   -7.87   -6.79   -6.03   -3.32   -3.46   -8.64   -7.24   -6.90   -6.64   -6.02   -6.03   -4.41   -2.07   -1.87   -5.97
198608    5.32    4.45    7.84    8.99    4.21    5.86    5.92    9.66    9.95    2.71    5.42    5.19    6.75    4.96    7.21   11.77    7.30    9.19   11.21
198609   -8.67   -9.83   -7.13   -6.92   -9.82   -9.16   -7.01   -7.28   -6.19  -10.82   -9.05   -9.85   -8.27   -7.81   -5.95   -6.44   -8.27   -8.55   -2.35
198610    4.21    5.45    5.04    5.13    5.07    6.13    5.43    4.50    5.23    7.23    3.42    6.63    5.50    6.33    4.25    4.14    4.93    6.00    4.06
198611   -0.68    1.75    1.89    1.39    1.98    1.48    1.88    1.62    1.37    1.01    2.75    1.02    2.07    2.53    1.02    1.76    1.45    1.72    0.82
198612   -4.64   -2.52   -2.98   -2.86   -2.35   -2.52   -3.92   -2.72   -2.79   -2.86   -1.95   -3.08   -1.79   -4.00   -3.80   -2.49   -3.00   -3.74   -1.30
198701   17.97   13.72   13.01   10.79   13.39   14.91   10.85   12.13   11.61   13.41   13.38   14.75   15.12   11.04   10.58   14.53    9.25   12.40   10.43
198702    6.13    7.73    3.86    0.49    8.35    6.55    4.11    0.88    0.24    8.81    7.98    5.78    7.55    2.21    6.69    0.81    0.96    0.32    0.11
198703    2.40    1.62    2.37    2.60    1.46    2.17    0.89    2.82    3.68    1.06    1.78    2.13    2.23    1.32    0.32    4.62    0.53    1.64    6.84
198704   -1.80   -1.93   -1.21   -1.68   -1.85   -1.61   -2.52   -1.12   -0.95   -3.55   -0.53   -2.16   -0.92   -2.97   -1.94    0.40   -3.13   -0.31   -1.91
198705    2.01    1.27   -0.19    0.75    1.62   -0.29   -0.13    0.53    0.63    1.07    2.04    0.12   -0.79    0.31   -0.70    0.18    1.00    0.02    1.55
198706   -0.17    4.27    5.19    4.58    4.19    4.46    5.52    4.84    4.81    4.30    4.10    4.53    4.37    6.55    4.18    5.36    4.13    4.39    5.45
198707    9.95    5.16    3.48    3.93    5.13    3.47    5.41    2.94    3.91    4.93    5.34    5.27    1.80    7.25    3.47    2.35    3.99    2.88    5.54
198708   -0.42    4.46    4.26    2.79    4.48    4.75    3.48    4.31    2.35    3.74    5.27    4.40    5.10    3.98    2.94    4.60    3.81    3.32    0.86
198709   -0.38   -2.00   -2.19   -2.41   -2.29   -3.24   -0.72   -1.91   -2.21   -3.87   -0.61   -1.12   -5.29   -0.45   -1.01   -1.36   -2.86   -2.54   -1.69
198710  -35.14  -24.24  -21.14  -20.33  -23.75  -24.66  -23.24  -16.77  -21.13  -22.74  -24.78  -25.73  -23.57  -23.56  -22.89  -15.84  -18.46  -19.32  -23.95
198711   -7.72   -8.58   -7.41   -5.55   -8.95   -7.42   -7.00   -6.63   -6.16   -9.59   -8.28   -7.43   -7.41   -8.43   -5.40   -7.97   -4.16   -8.45   -2.39
198712    7.52    9.17    6.45    4.85    9.08    8.23    7.92    3.56    5.77    8.75    9.42    9.46    7.02    8.37    7.44    3.98    2.81    5.99    5.44
